file_id,record_id
572,11
572,13
572,19
572,22
572,26
572,31
572,33
573,1
573,2
573,4
573,7
573,20
573,25
574,1
574,5
574,6
574,16
574,17
574,22
574,28
574,38
575,5
575,13
575,15
575,34
576,0
576,1
576,2
576,5
576,11
576,14
576,17
576,32
577,20
577,24
577,25
577,31
577,32
577,42
578,17
578,18
578,19
578,29
578,37
579,1
579,9
579,13
579,28
579,33
580,4
580,34
580,40
581,11
581,22
581,36
581,37
581,42
582,6
582,7
582,11
582,16
582,17
582,19
582,28
583,7
583,17
583,33
583,40
584,0
584,7
584,17
584,39
584,44
585,3
585,15
585,18
585,21
585,24
585,27
585,32
586,5
586,35
586,40
587,2
587,7
587,15
587,34
587,36
587,41
588,0
588,1
588,4
588,9
588,15
588,16
588,27
588,31
588,32
589,3
589,7
589,9
589,10
589,11
589,30
590,5
590,14
590,16
590,19
590,25
591,3
591,6
591,8
591,17
591,19
591,31
591,32
591,34
591,41
592,12
592,14
592,15
592,29
593,2
593,13
593,14
593,19
